name_model,classifier,run,accuracy,sensitivity,specificity,precision,recall,f1,kappa
RandomForestClassifier_1,RandomForestClassifier,1,0.8863636363636364,0.8260869565217391,0.9523809523809523,0.95,0.8260869565217391,0.8837209302325583,0.7736625514403292
RandomForestClassifier_2,RandomForestClassifier,2,0.8863636363636364,0.9130434782608695,0.8571428571428571,0.875,0.9130434782608695,0.8936170212765957,0.7717842323651453
RandomForestClassifier_3,RandomForestClassifier,3,0.8863636363636364,0.8695652173913043,0.9047619047619048,0.9090909090909091,0.8695652173913043,0.888888888888889,0.7727272727272727
RandomForestClassifier_4,RandomForestClassifier,4,0.8409090909090909,0.8695652173913043,0.8095238095238095,0.8333333333333334,0.8695652173913043,0.851063829787234,0.6804979253112035
RandomForestClassifier_5,RandomForestClassifier,5,0.9318181818181818,0.9130434782608695,0.9523809523809523,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.8636363636363635
RandomForestClassifier_6,RandomForestClassifier,6,0.8409090909090909,0.8260869565217391,0.8571428571428571,0.8636363636363636,0.8260869565217391,0.8444444444444444,0.6818181818181819
RandomForestClassifier_7,RandomForestClassifier,7,0.8409090909090909,0.9565217391304348,0.7142857142857143,0.7857142857142857,0.9565217391304348,0.8627450980392156,0.6778242677824268
RandomForestClassifier_8,RandomForestClassifier,8,0.8636363636363636,0.8695652173913043,0.8571428571428571,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.7267080745341615
RandomForestClassifier_9,RandomForestClassifier,9,0.9318181818181818,0.9130434782608695,0.9523809523809523,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.8636363636363635
RandomForestClassifier_10,RandomForestClassifier,10,0.8409090909090909,0.782608695652174,0.9047619047619048,0.9,0.782608695652174,0.8372093023255814,0.683127572016461
RandomForestClassifier_11,RandomForestClassifier,11,0.8181818181818182,0.7391304347826086,0.9047619047619048,0.8947368421052632,0.7391304347826086,0.8095238095238095,0.6386036960985627
RandomForestClassifier_12,RandomForestClassifier,12,0.9090909090909091,0.9130434782608695,0.9047619047619048,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.8178053830227743
RandomForestClassifier_13,RandomForestClassifier,13,0.9545454545454546,0.9565217391304348,0.9523809523809523,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9089026915113873
RandomForestClassifier_14,RandomForestClassifier,14,0.8409090909090909,0.8695652173913043,0.8095238095238095,0.8333333333333334,0.8695652173913043,0.851063829787234,0.6804979253112035
RandomForestClassifier_15,RandomForestClassifier,15,0.9545454545454546,0.9130434782608695,1.0,1.0,0.9130434782608695,0.9545454545454545,0.9092783505154641
RandomForestClassifier_16,RandomForestClassifier,16,0.8181818181818182,0.8260869565217391,0.8095238095238095,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.6356107660455488
RandomForestClassifier_17,RandomForestClassifier,17,0.8863636363636364,0.9565217391304348,0.8095238095238095,0.8461538461538461,0.9565217391304348,0.8979591836734695,0.7708333333333334
RandomForestClassifier_18,RandomForestClassifier,18,0.8409090909090909,0.8695652173913043,0.8095238095238095,0.8333333333333334,0.8695652173913043,0.851063829787234,0.6804979253112035
RandomForestClassifier_19,RandomForestClassifier,19,0.8409090909090909,1.0,0.6666666666666666,0.7666666666666667,1.0,0.8679245283018869,0.6764705882352942
RandomForestClassifier_20,RandomForestClassifier,20,0.9090909090909091,0.9565217391304348,0.8571428571428571,0.88,0.9565217391304348,0.9166666666666666,0.8170478170478169
LogisticRegression_1,LogisticRegression,1,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
LogisticRegression_2,LogisticRegression,2,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
LogisticRegression_3,LogisticRegression,3,0.8409090909090909,0.8695652173913043,0.8095238095238095,0.8333333333333334,0.8695652173913043,0.851063829787234,0.6804979253112035
LogisticRegression_4,LogisticRegression,4,0.8409090909090909,0.782608695652174,0.9047619047619048,0.9,0.782608695652174,0.8372093023255814,0.683127572016461
LogisticRegression_5,LogisticRegression,5,0.9090909090909091,0.8260869565217391,1.0,1.0,0.8260869565217391,0.9047619047619047,0.8193018480492813
LogisticRegression_6,LogisticRegression,6,0.8636363636363636,0.8260869565217391,0.9047619047619048,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.7278350515463918
LogisticRegression_7,LogisticRegression,7,0.8636363636363636,0.9130434782608695,0.8095238095238095,0.84,0.9130434782608695,0.8749999999999999,0.7255717255717256
LogisticRegression_8,LogisticRegression,8,0.8636363636363636,0.8260869565217391,0.9047619047619048,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.7278350515463918
LogisticRegression_9,LogisticRegression,9,0.8863636363636364,0.9130434782608695,0.8571428571428571,0.875,0.9130434782608695,0.8936170212765957,0.7717842323651453
LogisticRegression_10,LogisticRegression,10,0.8181818181818182,0.6956521739130435,0.9523809523809523,0.9411764705882353,0.6956521739130435,0.7999999999999999,0.6400817995910021
LogisticRegression_11,LogisticRegression,11,0.7954545454545454,0.6956521739130435,0.9047619047619048,0.8888888888888888,0.6956521739130435,0.7804878048780488,0.5942622950819672
LogisticRegression_12,LogisticRegression,12,0.8636363636363636,0.8695652173913043,0.8571428571428571,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.7267080745341615
LogisticRegression_13,LogisticRegression,13,0.9090909090909091,0.9130434782608695,0.9047619047619048,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.8178053830227743
