name_model,classifier,run,task,accuracy,sensitivity,specificity,precision,recall,f1,kappa
GaussianNB_19_11,GaussianNB,19,11,0.5909090909090909,0.34782608695652173,0.8571428571428571,0.7272727272727273,0.34782608695652173,0.4705882352941176,0.20000000000000004
GaussianNB_20_11,GaussianNB,20,11,0.5227272727272727,0.2608695652173913,0.8095238095238095,0.6,0.2608695652173913,0.36363636363636365,0.06854838709677408
SVC_1_11,SVC,1,11,0.6363636363636364,0.5217391304347826,0.7619047619047619,0.7058823529411765,0.5217391304347826,0.6,0.280163599182004
SVC_2_11,SVC,2,11,0.6136363636363636,0.4782608695652174,0.7619047619047619,0.6875,0.4782608695652174,0.5641025641025642,0.23673469387755108
SVC_3_11,SVC,3,11,0.6136363636363636,0.30434782608695654,0.9523809523809523,0.875,0.30434782608695654,0.4516129032258065,0.2489959839357429
SVC_4_11,SVC,4,11,0.5681818181818182,0.34782608695652173,0.8095238095238095,0.6666666666666666,0.34782608695652173,0.4571428571428571,0.153846153846154
SVC_5_11,SVC,5,11,0.5909090909090909,0.391304347826087,0.8095238095238095,0.6923076923076923,0.391304347826087,0.5,0.19675456389452328
SVC_6_11,SVC,6,11,0.6818181818181818,0.6956521739130435,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.3623188405797101
SVC_7_11,SVC,7,11,0.5909090909090909,0.391304347826087,0.8095238095238095,0.6923076923076923,0.391304347826087,0.5,0.19675456389452328
SVC_8_11,SVC,8,11,0.7045454545454546,0.7391304347826086,0.6666666666666666,0.7083333333333334,0.7391304347826086,0.723404255319149,0.40663900414937776
SVC_9_11,SVC,9,11,0.75,0.6956521739130435,0.8095238095238095,0.8,0.6956521739130435,0.7441860465116279,0.5020576131687243
SVC_10_11,SVC,10,11,0.5,0.391304347826087,0.6190476190476191,0.5294117647058824,0.391304347826087,0.45,0.010224948875255536
SVC_11_11,SVC,11,11,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
SVC_12_11,SVC,12,11,0.7272727272727273,0.7391304347826086,0.7142857142857143,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.45341614906832306
SVC_13_11,SVC,13,11,0.7727272727272727,0.6521739130434783,0.9047619047619048,0.8823529411764706,0.6521739130434783,0.75,0.5501022494887525
SVC_14_11,SVC,14,11,0.6363636363636364,0.5652173913043478,0.7142857142857143,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.27720739219712526
SVC_15_11,SVC,15,11,0.75,0.6521739130434783,0.8571428571428571,0.8333333333333334,0.6521739130434783,0.7317073170731708,0.5040983606557377
SVC_16_11,SVC,16,11,0.7272727272727273,0.7391304347826086,0.7142857142857143,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.45341614906832306
SVC_17_11,SVC,17,11,0.7272727272727273,0.6956521739130435,0.7619047619047619,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.4556701030927836
SVC_18_11,SVC,18,11,0.6590909090909091,0.5652173913043478,0.7619047619047619,0.7222222222222222,0.5652173913043478,0.6341463414634146,0.3237704918032786
SVC_19_11,SVC,19,11,0.6136363636363636,0.5217391304347826,0.7142857142857143,0.6666666666666666,0.5217391304347826,0.5853658536585366,0.2336065573770492
SVC_20_11,SVC,20,11,0.6818181818181818,0.6086956521739131,0.7619047619047619,0.7368421052631579,0.6086956521739131,0.6666666666666666,0.3675564681724845
DecisionTreeClassifier_1_11,DecisionTreeClassifier,1,11,0.5454545454545454,0.5217391304347826,0.5714285714285714,0.5714285714285714,0.5217391304347826,0.5454545454545454,0.09278350515463915
DecisionTreeClassifier_2_11,DecisionTreeClassifier,2,11,0.6590909090909091,0.4782608695652174,0.8571428571428571,0.7857142857142857,0.4782608695652174,0.5945945945945946,0.32926829268292673
DecisionTreeClassifier_3_11,DecisionTreeClassifier,3,11,0.5,0.6521739130434783,0.3333333333333333,0.5172413793103449,0.6521739130434783,0.576923076923077,-0.014675052410901475
DecisionTreeClassifier_4_11,DecisionTreeClassifier,4,11,0.6818181818181818,0.6956521739130435,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.3623188405797101
DecisionTreeClassifier_5_11,DecisionTreeClassifier,5,11,0.6590909090909091,0.4782608695652174,0.8571428571428571,0.7857142857142857,0.4782608695652174,0.5945945945945946,0.32926829268292673
DecisionTreeClassifier_6_11,DecisionTreeClassifier,6,11,0.5909090909090909,0.5217391304347826,0.6666666666666666,0.631578947368421,0.5217391304347826,0.5714285714285715,0.186858316221766
DecisionTreeClassifier_7_11,DecisionTreeClassifier,7,11,0.5909090909090909,0.34782608695652173,0.8571428571428571,0.7272727272727273,0.34782608695652173,0.4705882352941176,0.20000000000000004
DecisionTreeClassifier_8_11,DecisionTreeClassifier,8,11,0.6818181818181818,0.7391304347826086,0.6190476190476191,0.68,0.7391304347826086,0.7083333333333334,0.3596673596673595
DecisionTreeClassifier_9_11,DecisionTreeClassifier,9,11,0.6363636363636364,0.6956521739130435,0.5714285714285714,0.64,0.6956521739130435,0.6666666666666666,0.26819126819126815
DecisionTreeClassifier_10_11,DecisionTreeClassifier,10,11,0.7045454545454546,0.6086956521739131,0.8095238095238095,0.7777777777777778,0.6086956521739131,0.6829268292682927,0.41393442622950827
DecisionTreeClassifier_11_11,DecisionTreeClassifier,11,11,0.6136363636363636,0.9130434782608695,0.2857142857142857,0.5833333333333334,0.9130434782608695,0.7118644067796611,0.2042553191489362
DecisionTreeClassifier_12_11,DecisionTreeClassifier,12,11,0.5454545454545454,0.43478260869565216,0.6666666666666666,0.5882352941176471,0.43478260869565216,0.5,0.10020449897750495
DecisionTreeClassifier_13_11,DecisionTreeClassifier,13,11,0.5909090909090909,0.5217391304347826,0.6666666666666666,0.631578947368421,0.5217391304347826,0.5714285714285715,0.186858316221766
DecisionTreeClassifier_14_11,DecisionTreeClassifier,14,11,0.7045454545454546,0.4782608695652174,0.9523809523809523,0.9166666666666666,0.4782608695652174,0.6285714285714286,0.42105263157894746
DecisionTreeClassifier_15_11,DecisionTreeClassifier,15,11,0.75,0.5652173913043478,0.9523809523809523,0.9285714285714286,0.5652173913043478,0.7027027027027025,0.5081300813008129
DecisionTreeClassifier_16_11,DecisionTreeClassifier,16,11,0.7045454545454546,0.7391304347826086,0.6666666666666666,0.7083333333333334,0.7391304347826086,0.723404255319149,0.40663900414937776
DecisionTreeClassifier_17_11,DecisionTreeClassifier,17,11,0.7045454545454546,0.6086956521739131,0.8095238095238095,0.7777777777777778,0.6086956521739131,0.6829268292682927,0.41393442622950827
DecisionTreeClassifier_18_11,DecisionTreeClassifier,18,11,0.5909090909090909,0.4782608695652174,0.7142857142857143,0.6470588235294118,0.4782608695652174,0.55,0.19018404907975459
DecisionTreeClassifier_19_11,DecisionTreeClassifier,19,11,0.5681818181818182,0.30434782608695654,0.8571428571428571,0.7,0.30434782608695654,0.42424242424242425,0.15725806451612906
DecisionTreeClassifier_20_11,DecisionTreeClassifier,20,11,0.5681818181818182,0.34782608695652173,0.8095238095238095,0.6666666666666666,0.34782608695652173,0.4571428571428571,0.153846153846154
MLPClassifier_1_11,MLPClassifier,1,11,0.7045454545454546,0.6956521739130435,0.7142857142857143,0.7272727272727273,0.6956521739130435,0.711111111111111,0.40909090909090917
MLPClassifier_2_11,MLPClassifier,2,11,0.6363636363636364,0.6956521739130435,0.5714285714285714,0.64,0.6956521739130435,0.6666666666666666,0.26819126819126815
MLPClassifier_3_11,MLPClassifier,3,11,0.7272727272727273,0.782608695652174,0.6666666666666666,0.72,0.782608695652174,0.7499999999999999,0.45114345114345117
MLPClassifier_4_11,MLPClassifier,4,11,0.6136363636363636,0.6956521739130435,0.5238095238095238,0.6153846153846154,0.6956521739130435,0.6530612244897959,0.22083333333333338
MLPClassifier_5_11,MLPClassifier,5,11,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
MLPClassifier_6_11,MLPClassifier,6,11,0.6590909090909091,0.6086956521739131,0.7142857142857143,0.7,0.6086956521739131,0.6511627906976744,0.32098765432098764
MLPClassifier_7_11,MLPClassifier,7,11,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
MLPClassifier_8_11,MLPClassifier,8,11,0.7727272727272727,0.8260869565217391,0.7142857142857143,0.76,0.8260869565217391,0.7916666666666667,0.5426195426195426
MLPClassifier_9_11,MLPClassifier,9,11,0.6818181818181818,0.6956521739130435,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.3623188405797101
MLPClassifier_10_11,MLPClassifier,10,11,0.6363636363636364,0.5217391304347826,0.7619047619047619,0.7058823529411765,0.5217391304347826,0.6,0.280163599182004
MLPClassifier_11_11,MLPClassifier,11,11,0.6590909090909091,0.6956521739130435,0.6190476190476191,0.6666666666666666,0.6956521739130435,0.6808510638297872,0.31535269709543573
MLPClassifier_12_11,MLPClassifier,12,11,0.5227272727272727,1.0,0.0,0.5227272727272727,1.0,0.6865671641791045,0.0
MLPClassifier_13_11,MLPClassifier,13,11,0.7727272727272727,0.6956521739130435,0.8571428571428571,0.8421052631578947,0.6956521739130435,0.761904761904762,0.5482546201232033
MLPClassifier_14_11,MLPClassifier,14,11,0.6136363636363636,0.5652173913043478,0.6666666666666666,0.65,0.5652173913043478,0.6046511627906976,0.23045267489711943
MLPClassifier_15_11,MLPClassifier,15,11,0.7727272727272727,0.7391304347826086,0.8095238095238095,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.5463917525773196
MLPClassifier_16_11,MLPClassifier,16,11,0.6363636363636364,0.6521739130434783,0.6190476190476191,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.27122153209109734
MLPClassifier_17_11,MLPClassifier,17,11,0.6590909090909091,0.6521739130434783,0.6666666666666666,0.6818181818181818,0.6521739130434783,0.6666666666666666,0.3181818181818181
MLPClassifier_18_11,MLPClassifier,18,11,0.6590909090909091,0.6086956521739131,0.7142857142857143,0.7,0.6086956521739131,0.6511627906976744,0.32098765432098764
MLPClassifier_19_11,MLPClassifier,19,11,0.7045454545454546,0.782608695652174,0.6190476190476191,0.6923076923076923,0.782608695652174,0.7346938775510203,0.4041666666666668
MLPClassifier_20_11,MLPClassifier,20,11,0.6363636363636364,0.5217391304347826,0.7619047619047619,0.7058823529411765,0.5217391304347826,0.6,0.280163599182004
XGBClassifier_1_11,XGBClassifier,1,11,0.6363636363636364,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.6363636363636365,0.27422680412371137
XGBClassifier_2_11,XGBClassifier,2,11,0.6363636363636364,0.5652173913043478,0.7142857142857143,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.27720739219712526
XGBClassifier_3_11,XGBClassifier,3,11,0.6136363636363636,0.6521739130434783,0.5714285714285714,0.625,0.6521739130434783,0.6382978723404256,0.2240663900414939
XGBClassifier_4_11,XGBClassifier,4,11,0.6818181818181818,0.6956521739130435,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.3623188405797101
XGBClassifier_5_11,XGBClassifier,5,11,0.5909090909090909,0.6086956521739131,0.5714285714285714,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.1801242236024846
XGBClassifier_6_11,XGBClassifier,6,11,0.6590909090909091,0.6956521739130435,0.6190476190476191,0.6666666666666666,0.6956521739130435,0.6808510638297872,0.31535269709543573
XGBClassifier_7_11,XGBClassifier,7,11,0.6363636363636364,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.6363636363636365,0.27422680412371137
XGBClassifier_8_11,XGBClassifier,8,11,0.75,0.7391304347826086,0.7619047619047619,0.7727272727272727,0.7391304347826086,0.7555555555555555,0.5
XGBClassifier_9_11,XGBClassifier,9,11,0.6136363636363636,0.7391304347826086,0.47619047619047616,0.6071428571428571,0.7391304347826086,0.6666666666666666,0.21757322175732213
XGBClassifier_10_11,XGBClassifier,10,11,0.6590909090909091,0.5652173913043478,0.7619047619047619,0.7222222222222222,0.5652173913043478,0.6341463414634146,0.3237704918032786
XGBClassifier_11_11,XGBClassifier,11,11,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.457905544147844
XGBClassifier_12_11,XGBClassifier,12,11,0.5909090909090909,0.7391304347826086,0.42857142857142855,0.5862068965517241,0.7391304347826086,0.6538461538461539,0.16981132075471703
XGBClassifier_13_11,XGBClassifier,13,11,0.7954545454545454,0.8260869565217391,0.7619047619047619,0.7916666666666666,0.8260869565217391,0.8085106382978724,0.5892116182572614
XGBClassifier_14_11,XGBClassifier,14,11,0.7272727272727273,0.6086956521739131,0.8571428571428571,0.8235294117647058,0.6086956521739131,0.7,0.4601226993865031
XGBClassifier_15_11,XGBClassifier,15,11,0.75,0.6956521739130435,0.8095238095238095,0.8,0.6956521739130435,0.7441860465116279,0.5020576131687243
XGBClassifier_16_11,XGBClassifier,16,11,0.5909090909090909,0.5652173913043478,0.6190476190476191,0.6190476190476191,0.5652173913043478,0.5909090909090909,0.18350515463917538
XGBClassifier_17_11,XGBClassifier,17,11,0.5681818181818182,0.6086956521739131,0.5238095238095238,0.5833333333333334,0.6086956521739131,0.5957446808510638,0.1327800829875521
XGBClassifier_18_11,XGBClassifier,18,11,0.6363636363636364,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.6363636363636365,0.27422680412371137
XGBClassifier_19_11,XGBClassifier,19,11,0.6363636363636364,0.5652173913043478,0.7142857142857143,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.27720739219712526
XGBClassifier_20_11,XGBClassifier,20,11,0.5454545454545454,0.6086956521739131,0.47619047619047616,0.56,0.6086956521739131,0.5833333333333334,0.08523908523908512
AdaBoostClassifier_1_11,AdaBoostClassifier,1,11,0.6818181818181818,0.6086956521739131,0.7619047619047619,0.7368421052631579,0.6086956521739131,0.6666666666666666,0.3675564681724845
AdaBoostClassifier_2_11,AdaBoostClassifier,2,11,0.6590909090909091,0.5217391304347826,0.8095238095238095,0.75,0.5217391304347826,0.6153846153846153,0.32653061224489793
AdaBoostClassifier_3_11,AdaBoostClassifier,3,11,0.7727272727272727,0.782608695652174,0.7619047619047619,0.782608695652174,0.782608695652174,0.782608695652174,0.5445134575569358
AdaBoostClassifier_4_11,AdaBoostClassifier,4,11,0.5681818181818182,0.6521739130434783,0.47619047619047616,0.5769230769230769,0.6521739130434783,0.6122448979591837,0.1291666666666668
AdaBoostClassifier_5_11,AdaBoostClassifier,5,11,0.5454545454545454,0.6086956521739131,0.47619047619047616,0.56,0.6086956521739131,0.5833333333333334,0.08523908523908512
AdaBoostClassifier_6_11,AdaBoostClassifier,6,11,0.6363636363636364,0.782608695652174,0.47619047619047616,0.6206896551724138,0.782608695652174,0.6923076923076923,0.26205450733752617
AdaBoostClassifier_7_11,AdaBoostClassifier,7,11,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
AdaBoostClassifier_8_11,AdaBoostClassifier,8,11,0.6818181818181818,0.8260869565217391,0.5238095238095238,0.6551724137931034,0.8260869565217391,0.7307692307692308,0.35429769392033533
AdaBoostClassifier_9_11,AdaBoostClassifier,9,11,0.6818181818181818,0.6521739130434783,0.7142857142857143,0.7142857142857143,0.6521739130434783,0.6818181818181819,0.3649484536082474
AdaBoostClassifier_10_11,AdaBoostClassifier,10,11,0.6818181818181818,0.5652173913043478,0.8095238095238095,0.7647058823529411,0.5652173913043478,0.65,0.3701431492842534
AdaBoostClassifier_11_11,AdaBoostClassifier,11,11,0.7272727272727273,0.7391304347826086,0.7142857142857143,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.45341614906832306
AdaBoostClassifier_12_11,AdaBoostClassifier,12,11,0.6818181818181818,0.7391304347826086,0.6190476190476191,0.68,0.7391304347826086,0.7083333333333334,0.3596673596673595
AdaBoostClassifier_13_11,AdaBoostClassifier,13,11,0.7045454545454546,0.6956521739130435,0.7142857142857143,0.7272727272727273,0.6956521739130435,0.711111111111111,0.40909090909090917
AdaBoostClassifier_14_11,AdaBoostClassifier,14,11,0.6818181818181818,0.4782608695652174,0.9047619047619048,0.8461538461538461,0.4782608695652174,0.6111111111111112,0.3752535496957402
AdaBoostClassifier_15_11,AdaBoostClassifier,15,11,0.75,0.782608695652174,0.7142857142857143,0.75,0.782608695652174,0.7659574468085107,0.49792531120331956
AdaBoostClassifier_16_11,AdaBoostClassifier,16,11,0.6136363636363636,0.6086956521739131,0.6190476190476191,0.6363636363636364,0.6086956521739131,0.6222222222222223,0.2272727272727273
AdaBoostClassifier_17_11,AdaBoostClassifier,17,11,0.6818181818181818,0.6086956521739131,0.7619047619047619,0.7368421052631579,0.6086956521739131,0.6666666666666666,0.3675564681724845
AdaBoostClassifier_18_11,AdaBoostClassifier,18,11,0.5909090909090909,0.6086956521739131,0.5714285714285714,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.1801242236024846
AdaBoostClassifier_19_11,AdaBoostClassifier,19,11,0.6136363636363636,0.6086956521739131,0.6190476190476191,0.6363636363636364,0.6086956521739131,0.6222222222222223,0.2272727272727273
AdaBoostClassifier_20_11,AdaBoostClassifier,20,11,0.5681818181818182,0.5217391304347826,0.6190476190476191,0.6,0.5217391304347826,0.5581395348837209,0.13991769547325122
GradientBoostingClassifier_1_11,GradientBoostingClassifier,1,11,0.5681818181818182,0.5652173913043478,0.5714285714285714,0.5909090909090909,0.5652173913043478,0.5777777777777778,0.13636363636363646
GradientBoostingClassifier_2_11,GradientBoostingClassifier,2,11,0.6818181818181818,0.5652173913043478,0.8095238095238095,0.7647058823529411,0.5652173913043478,0.65,0.3701431492842534
GradientBoostingClassifier_3_11,GradientBoostingClassifier,3,11,0.7045454545454546,0.6956521739130435,0.7142857142857143,0.7272727272727273,0.6956521739130435,0.711111111111111,0.40909090909090917
GradientBoostingClassifier_4_11,GradientBoostingClassifier,4,11,0.6590909090909091,0.6956521739130435,0.6190476190476191,0.6666666666666666,0.6956521739130435,0.6808510638297872,0.31535269709543573
GradientBoostingClassifier_5_11,GradientBoostingClassifier,5,11,0.5909090909090909,0.5652173913043478,0.6190476190476191,0.6190476190476191,0.5652173913043478,0.5909090909090909,0.18350515463917538
GradientBoostingClassifier_6_11,GradientBoostingClassifier,6,11,0.6590909090909091,0.6956521739130435,0.6190476190476191,0.6666666666666666,0.6956521739130435,0.6808510638297872,0.31535269709543573
GradientBoostingClassifier_7_11,GradientBoostingClassifier,7,11,0.6363636363636364,0.5652173913043478,0.7142857142857143,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.27720739219712526
GradientBoostingClassifier_8_11,GradientBoostingClassifier,8,11,0.75,0.6956521739130435,0.8095238095238095,0.8,0.6956521739130435,0.7441860465116279,0.5020576131687243
GradientBoostingClassifier_9_11,GradientBoostingClassifier,9,11,0.5681818181818182,0.6956521739130435,0.42857142857142855,0.5714285714285714,0.6956521739130435,0.6274509803921569,0.1255230125523013
GradientBoostingClassifier_10_11,GradientBoostingClassifier,10,11,0.6590909090909091,0.6086956521739131,0.7142857142857143,0.7,0.6086956521739131,0.6511627906976744,0.32098765432098764
GradientBoostingClassifier_11_11,GradientBoostingClassifier,11,11,0.75,0.6956521739130435,0.8095238095238095,0.8,0.6956521739130435,0.7441860465116279,0.5020576131687243
GradientBoostingClassifier_12_11,GradientBoostingClassifier,12,11,0.5681818181818182,0.6956521739130435,0.42857142857142855,0.5714285714285714,0.6956521739130435,0.6274509803921569,0.1255230125523013
GradientBoostingClassifier_13_11,GradientBoostingClassifier,13,11,0.7045454545454546,0.7391304347826086,0.6666666666666666,0.7083333333333334,0.7391304347826086,0.723404255319149,0.40663900414937776
GradientBoostingClassifier_14_11,GradientBoostingClassifier,14,11,0.7954545454545454,0.6956521739130435,0.9047619047619048,0.8888888888888888,0.6956521739130435,0.7804878048780488,0.5942622950819672
GradientBoostingClassifier_15_11,GradientBoostingClassifier,15,11,0.75,0.7391304347826086,0.7619047619047619,0.7727272727272727,0.7391304347826086,0.7555555555555555,0.5
GradientBoostingClassifier_16_11,GradientBoostingClassifier,16,11,0.6818181818181818,0.7391304347826086,0.6190476190476191,0.68,0.7391304347826086,0.7083333333333334,0.3596673596673595
GradientBoostingClassifier_17_11,GradientBoostingClassifier,17,11,0.5909090909090909,0.5217391304347826,0.6666666666666666,0.631578947368421,0.5217391304347826,0.5714285714285715,0.186858316221766
GradientBoostingClassifier_18_11,GradientBoostingClassifier,18,11,0.5909090909090909,0.6086956521739131,0.5714285714285714,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.1801242236024846
GradientBoostingClassifier_19_11,GradientBoostingClassifier,19,11,0.6363636363636364,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.6363636363636365,0.27422680412371137
GradientBoostingClassifier_20_11,GradientBoostingClassifier,20,11,0.6136363636363636,0.5217391304347826,0.7142857142857143,0.6666666666666666,0.5217391304347826,0.5853658536585366,0.2336065573770492
ExtraTreesClassifier_1_11,ExtraTreesClassifier,1,11,0.6363636363636364,0.5652173913043478,0.7142857142857143,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.27720739219712526
ExtraTreesClassifier_2_11,ExtraTreesClassifier,2,11,0.6818181818181818,0.5652173913043478,0.8095238095238095,0.7647058823529411,0.5652173913043478,0.65,0.3701431492842534
ExtraTreesClassifier_3_11,ExtraTreesClassifier,3,11,0.7272727272727273,0.7391304347826086,0.7142857142857143,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.45341614906832306
ExtraTreesClassifier_4_11,ExtraTreesClassifier,4,11,0.7272727272727273,0.7391304347826086,0.7142857142857143,0.7391304347826086,0.7391304347826086,0.7391304347826085,0.45341614906832306
ExtraTreesClassifier_5_11,ExtraTreesClassifier,5,11,0.6136363636363636,0.6086956521739131,0.6190476190476191,0.6363636363636364,0.6086956521739131,0.6222222222222223,0.2272727272727273
ExtraTreesClassifier_6_11,ExtraTreesClassifier,6,11,0.5681818181818182,0.5217391304347826,0.6190476190476191,0.6,0.5217391304347826,0.5581395348837209,0.13991769547325122
ExtraTreesClassifier_7_11,ExtraTreesClassifier,7,11,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.457905544147844
ExtraTreesClassifier_8_11,ExtraTreesClassifier,8,11,0.75,0.782608695652174,0.7142857142857143,0.75,0.782608695652174,0.7659574468085107,0.49792531120331956
ExtraTreesClassifier_9_11,ExtraTreesClassifier,9,11,0.6590909090909091,0.6956521739130435,0.6190476190476191,0.6666666666666666,0.6956521739130435,0.6808510638297872,0.31535269709543573
ExtraTreesClassifier_10_11,ExtraTreesClassifier,10,11,0.6818181818181818,0.6086956521739131,0.7619047619047619,0.7368421052631579,0.6086956521739131,0.6666666666666666,0.3675564681724845
ExtraTreesClassifier_11_11,ExtraTreesClassifier,11,11,0.7727272727272727,0.7391304347826086,0.8095238095238095,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.5463917525773196
ExtraTreesClassifier_12_11,ExtraTreesClassifier,12,11,0.5909090909090909,0.6521739130434783,0.5238095238095238,0.6,0.6521739130434783,0.6250000000000001,0.17671517671517675
ExtraTreesClassifier_13_11,ExtraTreesClassifier,13,11,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.457905544147844
ExtraTreesClassifier_14_11,ExtraTreesClassifier,14,11,0.6363636363636364,0.6521739130434783,0.6190476190476191,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.27122153209109734
ExtraTreesClassifier_15_11,ExtraTreesClassifier,15,11,0.8181818181818182,0.782608695652174,0.8571428571428571,0.8571428571428571,0.782608695652174,0.8181818181818182,0.6371134020618558
ExtraTreesClassifier_16_11,ExtraTreesClassifier,16,11,0.6363636363636364,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.6363636363636365,0.27422680412371137
ExtraTreesClassifier_17_11,ExtraTreesClassifier,17,11,0.6818181818181818,0.6956521739130435,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.3623188405797101
ExtraTreesClassifier_18_11,ExtraTreesClassifier,18,11,0.6590909090909091,0.5652173913043478,0.7619047619047619,0.7222222222222222,0.5652173913043478,0.6341463414634146,0.3237704918032786
ExtraTreesClassifier_19_11,ExtraTreesClassifier,19,11,0.6363636363636364,0.5652173913043478,0.7142857142857143,0.6842105263157895,0.5652173913043478,0.6190476190476191,0.27720739219712526
ExtraTreesClassifier_20_11,ExtraTreesClassifier,20,11,0.6136363636363636,0.6086956521739131,0.6190476190476191,0.6363636363636364,0.6086956521739131,0.6222222222222223,0.2272727272727273
RandomForestClassifier_1_12,RandomForestClassifier,1,12,0.6818181818181818,0.6086956521739131,0.7619047619047619,0.7368421052631579,0.6086956521739131,0.6666666666666666,0.3675564681724845
RandomForestClassifier_2_12,RandomForestClassifier,2,12,0.75,0.782608695652174,0.7142857142857143,0.75,0.782608695652174,0.7659574468085107,0.49792531120331956
RandomForestClassifier_3_12,RandomForestClassifier,3,12,0.6363636363636364,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.6363636363636365,0.27422680412371137
RandomForestClassifier_4_12,RandomForestClassifier,4,12,0.7727272727272727,0.8260869565217391,0.7142857142857143,0.76,0.8260869565217391,0.7916666666666667,0.5426195426195426
RandomForestClassifier_5_12,RandomForestClassifier,5,12,0.75,0.7391304347826086,0.7619047619047619,0.7727272727272727,0.7391304347826086,0.7555555555555555,0.5
RandomForestClassifier_6_12,RandomForestClassifier,6,12,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
RandomForestClassifier_7_12,RandomForestClassifier,7,12,0.7272727272727273,0.782608695652174,0.6666666666666666,0.72,0.782608695652174,0.7499999999999999,0.45114345114345117
RandomForestClassifier_8_12,RandomForestClassifier,8,12,0.6818181818181818,0.6956521739130435,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.3623188405797101
RandomForestClassifier_9_12,RandomForestClassifier,9,12,0.6818181818181818,0.7391304347826086,0.6190476190476191,0.68,0.7391304347826086,0.7083333333333334,0.3596673596673595
RandomForestClassifier_10_12,RandomForestClassifier,10,12,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.457905544147844
RandomForestClassifier_11_12,RandomForestClassifier,11,12,0.6136363636363636,0.6521739130434783,0.5714285714285714,0.625,0.6521739130434783,0.6382978723404256,0.2240663900414939
RandomForestClassifier_12_12,RandomForestClassifier,12,12,0.6818181818181818,0.6956521739130435,0.6666666666666666,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.3623188405797101
RandomForestClassifier_13_12,RandomForestClassifier,13,12,0.6590909090909091,0.5652173913043478,0.7619047619047619,0.7222222222222222,0.5652173913043478,0.6341463414634146,0.3237704918032786
RandomForestClassifier_14_12,RandomForestClassifier,14,12,0.6363636363636364,0.6086956521739131,0.6666666666666666,0.6666666666666666,0.6086956521739131,0.6363636363636365,0.27422680412371137
RandomForestClassifier_15_12,RandomForestClassifier,15,12,0.7727272727272727,0.8695652173913043,0.6666666666666666,0.7407407407407407,0.8695652173913043,0.7999999999999999,0.5407098121085595
RandomForestClassifier_16_12,RandomForestClassifier,16,12,0.6363636363636364,0.6521739130434783,0.6190476190476191,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.27122153209109734
RandomForestClassifier_17_12,RandomForestClassifier,17,12,0.6363636363636364,0.6521739130434783,0.6190476190476191,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.27122153209109734
