name_model,classifier,run,task,accuracy,sensitivity,specificity,precision,recall,f1,kappa
XGBClassifier_9_6,XGBClassifier,9,6,0.7272727272727273,0.6956521739130435,0.7619047619047619,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.4556701030927836
XGBClassifier_10_6,XGBClassifier,10,6,0.5681818181818182,0.5217391304347826,0.6190476190476191,0.6,0.5217391304347826,0.5581395348837209,0.13991769547325122
XGBClassifier_11_6,XGBClassifier,11,6,0.7272727272727273,0.6086956521739131,0.8571428571428571,0.8235294117647058,0.6086956521739131,0.7,0.4601226993865031
XGBClassifier_12_6,XGBClassifier,12,6,0.5909090909090909,0.6521739130434783,0.5238095238095238,0.6,0.6521739130434783,0.6250000000000001,0.17671517671517675
XGBClassifier_13_6,XGBClassifier,13,6,0.7045454545454546,0.5652173913043478,0.8571428571428571,0.8125,0.5652173913043478,0.6666666666666667,0.416326530612245
XGBClassifier_14_6,XGBClassifier,14,6,0.6818181818181818,0.5652173913043478,0.8095238095238095,0.7647058823529411,0.5652173913043478,0.65,0.3701431492842534
XGBClassifier_15_6,XGBClassifier,15,6,0.7045454545454546,0.6956521739130435,0.7142857142857143,0.7272727272727273,0.6956521739130435,0.711111111111111,0.40909090909090917
XGBClassifier_16_6,XGBClassifier,16,6,0.6136363636363636,0.4782608695652174,0.7619047619047619,0.6875,0.4782608695652174,0.5641025641025642,0.23673469387755108
XGBClassifier_17_6,XGBClassifier,17,6,0.7954545454545454,0.8260869565217391,0.7619047619047619,0.7916666666666666,0.8260869565217391,0.8085106382978724,0.5892116182572614
XGBClassifier_18_6,XGBClassifier,18,6,0.6590909090909091,0.5217391304347826,0.8095238095238095,0.75,0.5217391304347826,0.6153846153846153,0.32653061224489793
XGBClassifier_19_6,XGBClassifier,19,6,0.6818181818181818,0.6521739130434783,0.7142857142857143,0.7142857142857143,0.6521739130434783,0.6818181818181819,0.3649484536082474
XGBClassifier_20_6,XGBClassifier,20,6,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
AdaBoostClassifier_1_6,AdaBoostClassifier,1,6,0.7045454545454546,0.6086956521739131,0.8095238095238095,0.7777777777777778,0.6086956521739131,0.6829268292682927,0.41393442622950827
AdaBoostClassifier_2_6,AdaBoostClassifier,2,6,0.7727272727272727,0.8260869565217391,0.7142857142857143,0.76,0.8260869565217391,0.7916666666666667,0.5426195426195426
AdaBoostClassifier_3_6,AdaBoostClassifier,3,6,0.7272727272727273,0.6956521739130435,0.7619047619047619,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.4556701030927836
AdaBoostClassifier_4_6,AdaBoostClassifier,4,6,0.7727272727272727,0.6956521739130435,0.8571428571428571,0.8421052631578947,0.6956521739130435,0.761904761904762,0.5482546201232033
AdaBoostClassifier_5_6,AdaBoostClassifier,5,6,0.75,0.7391304347826086,0.7619047619047619,0.7727272727272727,0.7391304347826086,0.7555555555555555,0.5
AdaBoostClassifier_6_6,AdaBoostClassifier,6,6,0.6590909090909091,0.8260869565217391,0.47619047619047616,0.6333333333333333,0.8260869565217391,0.7169811320754716,0.3067226890756302
AdaBoostClassifier_7_6,AdaBoostClassifier,7,6,0.6590909090909091,0.4782608695652174,0.8571428571428571,0.7857142857142857,0.4782608695652174,0.5945945945945946,0.32926829268292673
AdaBoostClassifier_8_6,AdaBoostClassifier,8,6,0.7272727272727273,0.6956521739130435,0.7619047619047619,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.4556701030927836
AdaBoostClassifier_9_6,AdaBoostClassifier,9,6,0.7954545454545454,0.782608695652174,0.8095238095238095,0.8181818181818182,0.782608695652174,0.8,0.5909090909090908
AdaBoostClassifier_10_6,AdaBoostClassifier,10,6,0.6136363636363636,0.5652173913043478,0.6666666666666666,0.65,0.5652173913043478,0.6046511627906976,0.23045267489711943
AdaBoostClassifier_11_6,AdaBoostClassifier,11,6,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.457905544147844
AdaBoostClassifier_12_6,AdaBoostClassifier,12,6,0.7272727272727273,0.6956521739130435,0.7619047619047619,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.4556701030927836
AdaBoostClassifier_13_6,AdaBoostClassifier,13,6,0.7727272727272727,0.7391304347826086,0.8095238095238095,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.5463917525773196
AdaBoostClassifier_14_6,AdaBoostClassifier,14,6,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
AdaBoostClassifier_15_6,AdaBoostClassifier,15,6,0.7045454545454546,0.6521739130434783,0.7619047619047619,0.75,0.6521739130434783,0.6976744186046512,0.4115226337448561
AdaBoostClassifier_16_6,AdaBoostClassifier,16,6,0.6363636363636364,0.5217391304347826,0.7619047619047619,0.7058823529411765,0.5217391304347826,0.6,0.280163599182004
AdaBoostClassifier_17_6,AdaBoostClassifier,17,6,0.7727272727272727,0.7391304347826086,0.8095238095238095,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.5463917525773196
AdaBoostClassifier_18_6,AdaBoostClassifier,18,6,0.5681818181818182,0.5217391304347826,0.6190476190476191,0.6,0.5217391304347826,0.5581395348837209,0.13991769547325122
AdaBoostClassifier_19_6,AdaBoostClassifier,19,6,0.5909090909090909,0.5652173913043478,0.6190476190476191,0.6190476190476191,0.5652173913043478,0.5909090909090909,0.18350515463917538
AdaBoostClassifier_20_6,AdaBoostClassifier,20,6,0.8181818181818182,0.7391304347826086,0.9047619047619048,0.8947368421052632,0.7391304347826086,0.8095238095238095,0.6386036960985627
GradientBoostingClassifier_1_6,GradientBoostingClassifier,1,6,0.7272727272727273,0.6956521739130435,0.7619047619047619,0.7619047619047619,0.6956521739130435,0.7272727272727272,0.4556701030927836
GradientBoostingClassifier_2_6,GradientBoostingClassifier,2,6,0.6818181818181818,0.5652173913043478,0.8095238095238095,0.7647058823529411,0.5652173913043478,0.65,0.3701431492842534
GradientBoostingClassifier_3_6,GradientBoostingClassifier,3,6,0.6590909090909091,0.6086956521739131,0.7142857142857143,0.7,0.6086956521739131,0.6511627906976744,0.32098765432098764
GradientBoostingClassifier_4_6,GradientBoostingClassifier,4,6,0.75,0.782608695652174,0.7142857142857143,0.75,0.782608695652174,0.7659574468085107,0.49792531120331956
GradientBoostingClassifier_5_6,GradientBoostingClassifier,5,6,0.6818181818181818,0.6086956521739131,0.7619047619047619,0.7368421052631579,0.6086956521739131,0.6666666666666666,0.3675564681724845
GradientBoostingClassifier_6_6,GradientBoostingClassifier,6,6,0.7045454545454546,0.8260869565217391,0.5714285714285714,0.6785714285714286,0.8260869565217391,0.7450980392156864,0.40167364016736407
GradientBoostingClassifier_7_6,GradientBoostingClassifier,7,6,0.5681818181818182,0.5217391304347826,0.6190476190476191,0.6,0.5217391304347826,0.5581395348837209,0.13991769547325122
GradientBoostingClassifier_8_6,GradientBoostingClassifier,8,6,0.6136363636363636,0.6956521739130435,0.5238095238095238,0.6153846153846154,0.6956521739130435,0.6530612244897959,0.22083333333333338
GradientBoostingClassifier_9_6,GradientBoostingClassifier,9,6,0.7272727272727273,0.6521739130434783,0.8095238095238095,0.7894736842105263,0.6521739130434783,0.7142857142857143,0.457905544147844
GradientBoostingClassifier_10_6,GradientBoostingClassifier,10,6,0.5454545454545454,0.4782608695652174,0.6190476190476191,0.5789473684210527,0.4782608695652174,0.5238095238095238,0.09650924024640652
GradientBoostingClassifier_11_6,GradientBoostingClassifier,11,6,0.75,0.6956521739130435,0.8095238095238095,0.8,0.6956521739130435,0.7441860465116279,0.5020576131687243
GradientBoostingClassifier_12_6,GradientBoostingClassifier,12,6,0.7045454545454546,0.6086956521739131,0.8095238095238095,0.7777777777777778,0.6086956521739131,0.6829268292682927,0.41393442622950827
GradientBoostingClassifier_13_6,GradientBoostingClassifier,13,6,0.7045454545454546,0.6086956521739131,0.8095238095238095,0.7777777777777778,0.6086956521739131,0.6829268292682927,0.41393442622950827
GradientBoostingClassifier_14_6,GradientBoostingClassifier,14,6,0.6590909090909091,0.5652173913043478,0.7619047619047619,0.7222222222222222,0.5652173913043478,0.6341463414634146,0.3237704918032786
GradientBoostingClassifier_15_6,GradientBoostingClassifier,15,6,0.6818181818181818,0.782608695652174,0.5714285714285714,0.6666666666666666,0.782608695652174,0.72,0.3569937369519833
