name_model,classifier,run,accuracy,sensitivity,specificity,precision,recall,f1,kappa
GradientBoostingClassifier_by_tasks_run16,GradientBoostingClassifier,16,0.8409090909090909,0.782608695652174,0.9047619047619048,0.9,0.782608695652174,0.8372093023255814,0.683127572016461
XGBClassifier_by_tasks_run16,XGBClassifier,16,0.8636363636363636,0.8260869565217391,0.9047619047619048,0.9047619047619048,0.8260869565217391,0.8636363636363636,0.7278350515463918
RandomForestClassifier_by_tasks_run17,RandomForestClassifier,17,0.8181818181818182,0.8260869565217391,0.8095238095238095,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.6356107660455488
LogisticRegression_by_tasks_run17,LogisticRegression,17,0.7954545454545454,0.782608695652174,0.8095238095238095,0.8181818181818182,0.782608695652174,0.8,0.5909090909090908
KNeighborsClassifier_by_tasks_run17,KNeighborsClassifier,17,0.7954545454545454,0.6521739130434783,0.9523809523809523,0.9375,0.6521739130434783,0.7692307692307693,0.5959183673469387
LinearDiscriminantAnalysis_by_tasks_run17,LinearDiscriminantAnalysis,17,0.7954545454545454,0.6956521739130435,0.9047619047619048,0.8888888888888888,0.6956521739130435,0.7804878048780488,0.5942622950819672
GaussianNB_by_tasks_run17,GaussianNB,17,0.7727272727272727,0.6086956521739131,0.9523809523809523,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.5519348268839104
SVC_by_tasks_run17,SVC,17,0.8181818181818182,0.7391304347826086,0.9047619047619048,0.8947368421052632,0.7391304347826086,0.8095238095238095,0.6386036960985627
DecisionTreeClassifier_by_tasks_run17,DecisionTreeClassifier,17,0.8636363636363636,0.782608695652174,0.9523809523809523,0.9473684210526315,0.782608695652174,0.8571428571428571,0.728952772073922
MLPClassifier_by_tasks_run17,MLPClassifier,17,0.7727272727272727,0.7391304347826086,0.8095238095238095,0.8095238095238095,0.7391304347826086,0.7727272727272727,0.5463917525773196
ExtraTreesClassifier_by_tasks_run17,ExtraTreesClassifier,17,0.7954545454545454,0.782608695652174,0.8095238095238095,0.8181818181818182,0.782608695652174,0.8,0.5909090909090908
AdaBoostClassifier_by_tasks_run17,AdaBoostClassifier,17,0.7954545454545454,0.7391304347826086,0.8571428571428571,0.85,0.7391304347826086,0.7906976744186046,0.5925925925925926
GradientBoostingClassifier_by_tasks_run17,GradientBoostingClassifier,17,0.7954545454545454,0.782608695652174,0.8095238095238095,0.8181818181818182,0.782608695652174,0.8,0.5909090909090908
XGBClassifier_by_tasks_run17,XGBClassifier,17,0.8409090909090909,0.8695652173913043,0.8095238095238095,0.8333333333333334,0.8695652173913043,0.851063829787234,0.6804979253112035
RandomForestClassifier_by_tasks_run18,RandomForestClassifier,18,0.8181818181818182,0.8260869565217391,0.8095238095238095,0.8260869565217391,0.8260869565217391,0.8260869565217391,0.6356107660455488
LogisticRegression_by_tasks_run18,LogisticRegression,18,0.6363636363636364,0.6521739130434783,0.6190476190476191,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.27122153209109734
KNeighborsClassifier_by_tasks_run18,KNeighborsClassifier,18,0.7045454545454546,0.5217391304347826,0.9047619047619048,0.8571428571428571,0.5217391304347826,0.6486486486486486,0.41869918699187
LinearDiscriminantAnalysis_by_tasks_run18,LinearDiscriminantAnalysis,18,0.7045454545454546,0.6956521739130435,0.7142857142857143,0.7272727272727273,0.6956521739130435,0.711111111111111,0.40909090909090917
GaussianNB_by_tasks_run18,GaussianNB,18,0.7727272727272727,0.6086956521739131,0.9523809523809523,0.9333333333333333,0.6086956521739131,0.7368421052631579,0.5519348268839104
SVC_by_tasks_run18,SVC,18,0.75,0.6956521739130435,0.8095238095238095,0.8,0.6956521739130435,0.7441860465116279,0.5020576131687243
